"1013510","1000","19E"
"1102526","1000","15F"
"1107205","1000","11A"
"1195508","1000","10D"
"1310297","1000","16C"
"1813865","1000","19D"
"1927715","1000","10E"
"2320878","1000","18B"
"2533415","1000","10D"
"2979887","1000","18C"
"3180154","1001","16F"
"3302587","1001","12D"
"3636605","1001","14B"
"3712104","1001","14D"
"4348255","1001","17C"
"4434562","1001","18E"
"4444103","1001","18B"
"4472571","1001","10D"
"4477132","1001","14A"
"4583743","1001","10B"
"4664961","1002","15F"
"5011219","1002","15E"
"5539639","1002","17F"
"5770242","1002","15A"
"6284476","1002","19F"
"6286762","1002","15C"
"6567649","1002","18C"
"6853060","1002","18E"
"7016253","1002","1A"
"7111296","1002","10D"
"7220784","1003","13B"
"7225841","1003","17A"
"7293656","1003","10C"
"7435021","1003","13B"
"7701197","1003","11F"
"7766811","1003","17D"
"8222692","1003","19A"
"8337993","1003","16B"
"8382579","1003","14C"
"8510065","1003","15C"
"8631774","1004","15D"
"8668927","1004","11C"
"8752999","1004","19C"
"8822572","1004","1A"
"9216435","1004","16E"
"9279517","1004","10C"
"9340516","1004","19B"
"9738881","1004","10E"
"9775613","1004","13E"
"9822327","1004","16A"
"1013510","1005","18B"
"1102526","1005","13D"
"1107205","1005","12C"
"1195508","1005","13C"
"1310297","1005","16E"
"1813865","1005","12D"
"1927715","1005","13A"
"2320878","1005","14D"
"2533415","1005","16B"
"2979887","1005","18D"
"3180154","1006","16F"
"3302587","1006","12B"
"3636605","1006","18C"
"3712104","1006","17C"
"4348255","1006","2B"
"4434562","1006","11D"
"4444103","1006","11F"
"4472571","1006","13C"
"4477132","1006","17C"
"4583743","1006","18D"
"4664961","1007","13D"
"5011219","1007","18F"
"5539639","1007","15F"
"5770242","1007","17E"
"6284476","1007","15E"
"6286762","1007","18C"
"6567649","1007","14C"
"6853060","1007","2C"
"7016253","1007","15B"
"7111296","1007","18B"
"7220784","1008","2B"
"7225841","1008","19B"
"7293656","1008","11E"
"7435021","1008","15D"
"7701197","1008","18D"
"7766811","1008","17F"
"8222692","1008","16D"
"8337993","1008","14C"
"8382579","1008","11C"
"8510065","1008","17D"
"8631774","1009","13F"
"8668927","1009","1A"
"8752999","1009","2B"
"8822572","1009","11B"
"9216435","1009","1B"
"9279517","1009","15D"
"9340516","1009","14A"
"9738881","1009","11D"
"9775613","1009","14E"
"9822327","1009","11F"
"1013510","1010","11D"
"1102526","1010","1C"
"1107205","1010","10B"
"1195508","1010","2A"
"1310297","1010","15E"
"1813865","1010","2D"
"1927715","1010","18F"
"2320878","1010","15F"
"2533415","1010","13D"
"2979887","1010","14A"
"3180154","1011","17D"
"3302587","1011","19C"
"3636605","1011","11A"
"3712104","1011","1B"
"4348255","1011","11D"
"4434562","1011","17E"
"4444103","1011","11E"
"4472571","1011","2C"
"4477132","1011","10C"
"4583743","1011","16B"
"4664961","1012","11D"
"5011219","1012","11F"
"5539639","1012","11C"
"5770242","1012","18C"
"6284476","1012","19F"
"6286762","1012","17F"
"6567649","1012","12F"
"6853060","1012","14F"
"7016253","1012","16C"
"7111296","1012","12D"
"7220784","1013","14D"
"7225841","1013","18C"
"7293656","1013","15D"
"7435021","1013","15A"
"7701197","1013","14B"
"7766811","1013","19D"
"8222692","1013","14F"
"8337993","1013","19C"
"8382579","1013","1B"
"8510065","1013","14B"
"8631774","1014","16C"
"8668927","1014","17F"
"8752999","1014","18A"
"8822572","1014","10D"
"9216435","1014","18C"
"9279517","1014","15D"
"9340516","1014","12F"
"9738881","1014","13F"
"9775613","1014","12E"
"9822327","1014","12E"
"1013510","1015","18F"
"1102526","1015","16C"
"1107205","1015","18F"
"1195508","1015","16A"
"1310297","1015","11D"
"1813865","1015","16C"
"1927715","1015","10D"
"2320878","1015","15A"
"2533415","1015","17A"
"2979887","1015","12C"
"3180154","1016","15B"
"3302587","1016","18B"
"3636605","1016","12B"
"3712104","1016","10B"
"4348255","1016","11A"
"4434562","1016","16F"
"4444103","1016","14B"
"4472571","1016","19B"
"4477132","1016","12B"
"4583743","1016","18F"
"4664961","1017","14E"
"5011219","1017","13C"
"5539639","1017","12B"
"5770242","1017","13B"
"6284476","1017","17D"
"6286762","1017","13D"
"6567649","1017","14A"
"6853060","1017","18D"
"7016253","1017","15B"
"7111296","1017","17C"
"7220784","1018","12F"
"7225841","1018","1C"
"7293656","1018","13F"
"7435021","1018","1C"
"7701197","1018","2C"
"7766811","1018","11A"
"8222692","1018","11D"
"8337993","1018","19F"
"8382579","1018","17B"
"8510065","1018","1A"
"8631774","1019","14E"
"8668927","1019","10C"
"8752999","1019","18C"
"8822572","1019","18A"
"9216435","1019","13F"
"9279517","1019","2A"
"9340516","1019","17B"
"9738881","1019","16F"
"9775613","1019","13E"
"9822327","1019","14B"
"1013510","1020","2C"
"1102526","1020","14D"
"1107205","1020","19B"
"1195508","1020","1D"
"1310297","1020","15E"
"1813865","1020","13E"
"1927715","1020","1A"
"2320878","1020","10C"
"2533415","1020","2D"
"2979887","1020","19C"
"3180154","1021","12A"
"3302587","1021","13C"
"3636605","1021","16F"
"3712104","1021","1B"
"4348255","1021","12A"
"4434562","1021","17A"
"4444103","1021","12C"
"4472571","1021","14F"
"4477132","1021","16B"
"4583743","1021","13F"
"4664961","1022","16B"
"5011219","1022","10C"
"5539639","1022","10B"
"5770242","1022","13E"
"6284476","1022","17A"
"6286762","1022","16B"
"6567649","1022","19E"
"6853060","1022","19D"
"7016253","1022","13A"
"7111296","1022","14F"
"7220784","1023","16C"
"7225841","1023","15C"
"7293656","1023","16E"
"7435021","1023","17B"
"7701197","1023","12D"
"7766811","1023","11F"
"8222692","1023","19F"
"8337993","1023","13B"
"8382579","1023","12E"
"8510065","1023","14B"
"8631774","1024","19E"
"8668927","1024","13B"
"8752999","1024","17E"
"8822572","1024","16C"
"9216435","1024","17E"
"9279517","1024","17D"
"9340516","1024","14E"
"9738881","1024","16B"
"9775613","1024","13D"
"9822327","1024","14B"
"1013510","1025","19E"
"1102526","1025","11D"
"1107205","1025","15B"
"1195508","1025","13F"
"1310297","1025","2A"
"1813865","1025","13B"
"1927715","1025","11E"
"2320878","1025","1C"
"2533415","1025","12A"
"2979887","1025","14E"
"3180154","1026","10F"
"3302587","1026","15A"
"3636605","1026","18B"
"3712104","1026","11F"
"4348255","1026","17F"
"4434562","1026","11F"
"4444103","1026","19A"
"4472571","1026","10D"
"4477132","1026","1A"
"4583743","1026","14A"
"4664961","1027","17B"
"5011219","1027","1B"
"5539639","1027","16C"
"5770242","1027","1B"
"6284476","1027","12E"
"6286762","1027","15C"
"6567649","1027","1A"
"6853060","1027","16D"
"7016253","1027","18D"
"7111296","1027","10D"
"7220784","1028","13F"
"7225841","1028","19B"
"7293656","1028","12A"
"7435021","1028","16E"
"7701197","1028","11A"
"7766811","1028","18A"
"8222692","1028","12D"
"8337993","1028","17F"
"8382579","1028","2B"
"8510065","1028","13E"
"8631774","1029","14E"
"8668927","1029","14C"
"8752999","1029","2C"
"8822572","1029","15B"
"9216435","1029","15C"
"9279517","1029","13B"
"9340516","1029","10B"
"9738881","1029","11F"
"9775613","1029","11A"
"9822327","1029","19B"
"1013510","1030","15C"
"1102526","1030","19C"
"1107205","1030","19B"
"1195508","1030","2A"
"1310297","1030","16D"
"1813865","1030","18B"
"1927715","1030","14F"
"2320878","1030","17C"
"2533415","1030","13C"
"2979887","1030","10E"
"3180154","1031","2D"
"3302587","1031","16C"
"3636605","1031","15B"
"3712104","1031","12F"
"4348255","1031","19E"
"4434562","1031","11C"
"4444103","1031","15E"
"4472571","1031","17C"
"4477132","1031","1B"
"4583743","1031","19D"
"4664961","1032","13C"
"5011219","1032","18A"
"5539639","1032","18C"
"5770242","1032","12D"
"6284476","1032","17A"
"6286762","1032","10B"
"6567649","1032","14A"
"6853060","1032","13F"
"7016253","1032","13B"
"7111296","1032","11C"
"7220784","1033","19F"
"7225841","1033","12F"
"7293656","1033","10D"
"7435021","1033","19A"
"7701197","1033","19A"
"7766811","1033","15B"
"8222692","1033","18F"
"8337993","1033","1B"
"8382579","1033","10F"
"8510065","1033","11F"
"8631774","1034","19C"
"8668927","1034","13D"
"8752999","1034","16A"
"8822572","1034","14A"
"9216435","1034","15A"
"9279517","1034","15A"
"9340516","1034","19C"
"9738881","1034","17A"
"9775613","1034","19B"
"9822327","1034","12C"
"1013510","1035","11C"
"1102526","1035","14A"
"1107205","1035","14A"
"1195508","1035","15B"
"1310297","1035","11D"
"1813865","1035","17B"
"1927715","1035","15A"
"2320878","1035","19E"
"2533415","1035","11E"
"2979887","1035","19E"
"3180154","1036","15D"
"3302587","1036","16C"
"3636605","1036","17C"
"3712104","1036","15A"
"4348255","1036","1A"
"4434562","1036","13E"
"4444103","1036","2D"
"4472571","1036","2D"
"4477132","1036","11B"
"4583743","1036","18B"
"4664961","1037","11C"
"5011219","1037","13B"
"5539639","1037","17A"
"5770242","1037","2C"
"6284476","1037","11D"
"6286762","1037","11D"
"6567649","1037","2A"
"6853060","1037","14A"
"7016253","1037","19C"
"7111296","1037","14A"
"7220784","1038","2C"
"7225841","1038","19E"
"7293656","1038","10C"
"7435021","1038","15D"
"7701197","1038","14B"
"7766811","1038","13D"
"8222692","1038","10D"
"8337993","1038","17F"
"8382579","1038","12C"
"8510065","1038","10D"
"8631774","1039","14A"
"8668927","1039","13F"
"8752999","1039","14C"
"8822572","1039","15F"
"9216435","1039","13C"
"9279517","1039","1A"
"9340516","1039","11D"
"9738881","1039","11E"
"9775613","1039","2C"
"9822327","1039","19A"
"1013510","1040","17A"
"1102526","1040","11B"
"1107205","1040","1D"
"1195508","1040","14E"
"1310297","1040","12B"
"1813865","1040","11A"
"1927715","1040","14F"
"2320878","1040","15C"
"2533415","1040","1D"
"2979887","1040","12F"
"3180154","1041","10F"
"3302587","1041","11D"
"3636605","1041","15A"
"3712104","1041","14A"
"4348255","1041","16B"
"4434562","1041","17F"
"4444103","1041","10D"
"4472571","1041","19E"
"4477132","1041","14E"
"4583743","1041","16D"
"4664961","1042","16C"
"5011219","1042","19F"
"5539639","1042","18A"
"5770242","1042","19B"
"6284476","1042","15E"
"6286762","1042","18A"
"6567649","1042","12E"
"6853060","1042","10F"
"7016253","1042","2B"
"7111296","1042","19B"
"7220784","1043","10E"
"7225841","1043","15D"
"7293656","1043","11C"
"7435021","1043","17A"
"7701197","1043","12E"
"7766811","1043","16B"
"8222692","1043","17F"
"8337993","1043","10C"
"8382579","1043","17E"
"8510065","1043","15D"
